,Date,Variable,Value
877,05/04/2018,SO2,0.018000000000000002
878,06/04/2018,SO2,0.002
879,06/04/2018,SO2,0.025
880,06/04/2018,SO2,0.03
881,07/04/2018,SO2,0.02
882,07/04/2018,SO2,0.022
883,07/04/2018,SO2,0.013
884,08/04/2018,SO2,0.009000000000000001
885,09/04/2018,SO2,0.017
886,09/04/2018,SO2,0.013
887,09/04/2018,SO2,0.012
888,10/04/2018,SO2,0.012
889,10/04/2018,SO2,0.005
890,10/04/2018,SO2,0.002
891,11/04/2018,SO2,0.006999999999999999
892,11/04/2018,SO2,0.009000000000000001
893,11/04/2018,SO2,0.003
894,12/04/2018,SO2,0.003
895,12/04/2018,SO2,0.002
896,12/04/2018,SO2,0.005
897,13/04/2018,SO2,0.008
898,13/04/2018,SO2,0.015
899,13/04/2018,SO2,0.009000000000000001
900,14/04/2018,SO2,0.006999999999999999
901,14/04/2018,SO2,0.008
902,14/04/2018,SO2,0.002
903,15/04/2018,SO2,0.009000000000000001
904,16/04/2018,SO2,0.012
905,16/04/2018,SO2,0.022
906,16/04/2018,SO2,0.013
907,17/04/2018,SO2,0.017
908,17/04/2018,SO2,0.012
909,17/04/2018,SO2,0.006999999999999999
910,18/04/2018,SO2,0.006999999999999999
911,18/04/2018,SO2,0.013
912,18/04/2018,SO2,0.008
913,19/04/2018,SO2,0.009000000000000001
914,19/04/2018,SO2,0.002
915,19/04/2018,SO2,0.008
916,20/04/2018,SO2,0.002
917,20/04/2018,SO2,0.009000000000000001
918,21/04/2018,SO2,0.005
919,21/04/2018,SO2,0.009000000000000001
920,22/04/2018,SO2,0.009000000000000001
921,23/04/2018,SO2,0.009000000000000001
922,23/04/2018,SO2,0.003
923,23/04/2018,SO2,0.005
924,24/04/2018,SO2,0.002
925,24/04/2018,SO2,0.006999999999999999
926,24/04/2018,SO2,0.005
927,25/04/2018,SO2,0.015
928,25/04/2018,SO2,0.009000000000000001
929,26/04/2018,SO2,0.009000000000000001
930,26/04/2018,SO2,0.01
931,26/04/2018,SO2,0.006999999999999999
932,27/04/2018,SO2,0.006999999999999999
933,27/04/2018,SO2,0.008
934,27/04/2018,SO2,0.005
935,28/04/2018,SO2,0.005
936,28/04/2018,SO2,0.023
937,28/04/2018,SO2,0.017
938,29/04/2018,SO2,0.009000000000000001
939,30/04/2018,SO2,0.017
940,30/04/2018,SO2,0.015
941,01/05/2018,SO2,0.009000000000000001
942,02/05/2018,SO2,0.002
943,02/05/2018,SO2,0.033
944,02/05/2018,SO2,0.027000000000000003
945,03/05/2018,SO2,0.008
946,03/05/2018,SO2,0.009000000000000001
947,04/05/2018,SO2,0.009000000000000001
948,04/05/2018,SO2,0.015
949,04/05/2018,SO2,0.013
950,05/05/2018,SO2,0.01
951,05/05/2018,SO2,0.015
952,06/05/2018,SO2,0.009000000000000001
953,07/05/2018,SO2,0.009000000000000001
954,08/05/2018,SO2,0.008
955,08/05/2018,SO2,0.005
956,08/05/2018,SO2,0.02
957,09/05/2018,SO2,0.009000000000000001
958,10/05/2018,SO2,0.023
959,10/05/2018,SO2,0.005
960,10/05/2018,SO2,0.009000000000000001
961,11/05/2018,SO2,0.002
962,11/05/2018,SO2,0.005
963,12/05/2018,SO2,0.01
964,12/05/2018,SO2,0.002
965,12/05/2018,SO2,0.005
966,13/05/2018,SO2,0.009000000000000001
967,14/05/2018,SO2,0.009000000000000001
968,14/05/2018,SO2,0.012
969,14/05/2018,SO2,0.01
970,15/05/2018,SO2,0.008
971,15/05/2018,SO2,0.005
972,15/05/2018,SO2,0.01
973,16/05/2018,SO2,0.008
974,16/05/2018,SO2,0.005
975,16/05/2018,SO2,0.003
976,17/05/2018,SO2,0.01
977,17/05/2018,SO2,0.008
978,17/05/2018,SO2,0.012
979,18/05/2018,SO2,0.012
980,18/05/2018,SO2,0.009000000000000001
981,19/05/2018,SO2,0.009000000000000001
982,20/05/2018,SO2,0.009000000000000001
983,21/05/2018,SO2,0.002
984,21/05/2018,SO2,0.022
985,21/05/2018,SO2,0.015
986,22/05/2018,SO2,0.013
987,22/05/2018,SO2,0.005
988,22/05/2018,SO2,0.003
989,23/05/2018,SO2,0.003
990,23/05/2018,SO2,0.005
991,23/05/2018,SO2,0.008
992,24/05/2018,SO2,0.006999999999999999
993,24/05/2018,SO2,0.003
994,25/05/2018,SO2,0.002
995,25/05/2018,SO2,0.017
996,25/05/2018,SO2,0.013
997,26/05/2018,SO2,0.009000000000000001
998,27/05/2018,SO2,0.009000000000000001
999,28/05/2018,SO2,0.006999999999999999
1000,28/05/2018,SO2,0.003
1001,29/05/2018,SO2,0.006999999999999999
1002,29/05/2018,SO2,0.002
1003,29/05/2018,SO2,0.003
1004,30/05/2018,SO2,0.003
1005,30/05/2018,SO2,0.008
1006,30/05/2018,SO2,0.006999999999999999
1007,31/05/2018,SO2,0.005
1008,31/05/2018,SO2,0.009000000000000001
1009,01/06/2018,SO2,0.009000000000000001
1010,01/06/2018,SO2,0.005
1011,02/06/2018,SO2,0.009000000000000001
1012,02/06/2018,SO2,0.015
1013,03/06/2018,SO2,0.009000000000000001
1014,04/06/2018,SO2,0.015
1015,04/06/2018,SO2,0.009000000000000001
1016,04/06/2018,SO2,0.006999999999999999
1017,05/06/2018,SO2,0.009000000000000001
1018,05/06/2018,SO2,0.037000000000000005
1019,05/06/2018,SO2,0.032
1020,06/06/2018,SO2,0.035
1021,06/06/2018,SO2,0.008
1022,06/06/2018,SO2,0.003
1023,07/06/2018,SO2,0.01
1024,07/06/2018,SO2,0.006999999999999999
1025,07/06/2018,SO2,0.017
1026,08/06/2018,SO2,0.006999999999999999
1027,08/06/2018,SO2,0.012
1028,08/06/2018,SO2,0.002
1029,09/06/2018,SO2,0.023
1030,09/06/2018,SO2,0.018000000000000002
1031,09/06/2018,SO2,0.01
1032,10/06/2018,SO2,0.009000000000000001
1033,11/06/2018,SO2,0.012
1034,11/06/2018,SO2,0.03
1035,11/06/2018,SO2,0.017
1036,12/06/2018,SO2,0.003
1037,12/06/2018,SO2,0.006999999999999999
1038,12/06/2018,SO2,0.005
1039,13/06/2018,SO2,0.009000000000000001
1040,13/06/2018,SO2,0.002
1041,14/06/2018,SO2,0.01
1042,14/06/2018,SO2,0.008
1043,14/06/2018,SO2,0.013
1044,15/06/2018,SO2,0.023
1045,15/06/2018,SO2,0.017
1046,15/06/2018,SO2,0.009000000000000001
1047,16/06/2018,SO2,0.009000000000000001
1048,16/06/2018,SO2,0.005
1049,16/06/2018,SO2,0.003
1050,17/06/2018,SO2,0.009000000000000001
1051,18/06/2018,SO2,0.006999999999999999
1052,18/06/2018,SO2,0.002
1053,18/06/2018,SO2,0.009000000000000001
1054,19/06/2018,SO2,0.009000000000000001
1055,19/06/2018,SO2,0.033
1056,19/06/2018,SO2,0.006999999999999999
1057,20/06/2018,SO2,0.013
1058,20/06/2018,SO2,0.01
1059,20/06/2018,SO2,0.002
1060,21/06/2018,SO2,0.01
1061,21/06/2018,SO2,0.009000000000000001
1062,21/06/2018,SO2,0.003
1063,22/06/2018,SO2,0.003
1064,22/06/2018,SO2,0.017
1065,22/06/2018,SO2,0.008
1066,23/06/2018,SO2,0.025
1067,23/06/2018,SO2,0.002
1068,23/06/2018,SO2,0.006999999999999999
1069,24/06/2018,SO2,0.009000000000000001
1070,25/06/2018,SO2,0.005
1071,25/06/2018,SO2,0.01
1072,26/06/2018,SO2,0.006999999999999999
1073,26/06/2018,SO2,0.003
1074,27/06/2018,SO2,0.002
1075,27/06/2018,SO2,0.045
1076,27/06/2018,SO2,0.022
1077,28/06/2018,SO2,0.009000000000000001
1078,28/06/2018,SO2,0.008
1079,28/06/2018,SO2,0.01
1080,29/06/2018,SO2,0.012
1081,29/06/2018,SO2,0.002
1082,29/06/2018,SO2,0.015
1083,30/06/2018,SO2,0.01
1084,30/06/2018,SO2,0.015
1085,01/07/2018,SO2,0.009000000000000001
1086,02/07/2018,SO2,0.01
1087,02/07/2018,SO2,0.003
1088,02/07/2018,SO2,0.002
1089,03/07/2018,SO2,0.01
1090,03/07/2018,SO2,0.009000000000000001
1091,03/07/2018,SO2,0.012
1092,04/07/2018,SO2,0.008
1093,04/07/2018,SO2,0.013
1094,04/07/2018,SO2,0.018000000000000002
1095,05/07/2018,SO2,0.022
1096,05/07/2018,SO2,0.005
1097,05/07/2018,SO2,0.003
1098,06/07/2018,SO2,0.009000000000000001
1099,07/07/2018,SO2,0.006999999999999999
1100,07/07/2018,SO2,0.009000000000000001
1101,08/07/2018,SO2,0.009000000000000001
1102,09/07/2018,SO2,0.005
1103,09/07/2018,SO2,0.012
1104,09/07/2018,SO2,0.032
1105,10/07/2018,SO2,0.012
1106,10/07/2018,SO2,0.008
1107,11/07/2018,SO2,0.006999999999999999
1108,11/07/2018,SO2,0.022
1109,11/07/2018,SO2,0.01
1110,12/07/2018,SO2,0.006999999999999999
1111,12/07/2018,SO2,0.017
1112,12/07/2018,SO2,0.013
1113,13/07/2018,SO2,0.017
1114,13/07/2018,SO2,0.005
1115,13/07/2018,SO2,0.012
1116,14/07/2018,SO2,0.01
1117,14/07/2018,SO2,0.008
1118,14/07/2018,SO2,0.005
1119,15/07/2018,SO2,0.009000000000000001
1120,16/07/2018,SO2,0.005
1121,16/07/2018,SO2,0.013
1122,16/07/2018,SO2,0.009000000000000001
1123,17/07/2018,SO2,0.008
1124,17/07/2018,SO2,0.01
1125,17/07/2018,SO2,0.009000000000000001
1126,18/07/2018,SO2,0.006999999999999999
1127,18/07/2018,SO2,0.01
1128,18/07/2018,SO2,0.009000000000000001
1129,19/07/2018,SO2,0.005
1130,19/07/2018,SO2,0.003
1131,19/07/2018,SO2,0.015
1132,20/07/2018,SO2,0.002
1133,20/07/2018,SO2,0.023
1134,20/07/2018,SO2,0.017
1135,21/07/2018,SO2,0.009000000000000001
1136,22/07/2018,SO2,0.009000000000000001
1137,23/07/2018,SO2,0.009000000000000001
1138,23/07/2018,SO2,0.023
1139,23/07/2018,SO2,0.003
1140,24/07/2018,SO2,0.015
1141,24/07/2018,SO2,0.02
1142,24/07/2018,SO2,0.002
1143,25/07/2018,SO2,0.006999999999999999
1144,25/07/2018,SO2,0.008
1145,25/07/2018,SO2,0.005
1146,26/07/2018,SO2,0.006999999999999999
1147,26/07/2018,SO2,0.032
1148,26/07/2018,SO2,0.025
1149,27/07/2018,SO2,0.027000000000000003
1150,27/07/2018,SO2,0.008
1151,27/07/2018,SO2,0.01
1152,28/07/2018,SO2,0.006999999999999999
1153,28/07/2018,SO2,0.008
1154,28/07/2018,SO2,0.013
1155,29/07/2018,SO2,0.009000000000000001
1156,30/07/2018,SO2,0.015
1157,30/07/2018,SO2,0.018000000000000002
1158,30/07/2018,SO2,0.012
1159,31/07/2018,SO2,0.015
1160,31/07/2018,SO2,0.012
1161,31/07/2018,SO2,0.008
1162,01/08/2018,SO2,0.013
1163,02/08/2018,SO2,0.012
1164,02/08/2018,SO2,0.009000000000000001
1165,03/08/2018,SO2,0.009000000000000001
1166,03/08/2018,SO2,0.003
1167,03/08/2018,SO2,0.002
1168,04/08/2018,SO2,0.005
1169,04/08/2018,SO2,0.008
1170,04/08/2018,SO2,0.013
1171,05/08/2018,SO2,0.009000000000000001
1172,06/08/2018,SO2,0.018000000000000002
1173,06/08/2018,SO2,0.009000000000000001
1174,07/08/2018,SO2,0.003
1175,07/08/2018,SO2,0.017
1176,07/08/2018,SO2,0.013
1177,08/08/2018,SO2,0.01
1178,08/08/2018,SO2,0.009000000000000001
1179,08/08/2018,SO2,0.002
1180,09/08/2018,SO2,0.009000000000000001
1181,09/08/2018,SO2,0.023
1182,09/08/2018,SO2,0.01
1183,10/08/2018,SO2,0.009000000000000001
1184,10/08/2018,SO2,0.01
1185,11/08/2018,SO2,0.005
1186,11/08/2018,SO2,0.01
1187,11/08/2018,SO2,0.006999999999999999
1188,12/08/2018,SO2,0.009000000000000001
1189,13/08/2018,SO2,0.01
1190,13/08/2018,SO2,0.005
1191,13/08/2018,SO2,0.006999999999999999
1192,14/08/2018,SO2,0.005
1193,14/08/2018,SO2,0.015
1194,14/08/2018,SO2,0.013
1195,15/08/2018,SO2,0.01
1196,15/08/2018,SO2,0.017
1197,15/08/2018,SO2,0.009000000000000001
1198,16/08/2018,SO2,0.03
1199,16/08/2018,SO2,0.008
1200,16/08/2018,SO2,0.006999999999999999
1201,17/08/2018,SO2,0.012
1202,17/08/2018,SO2,0.006999999999999999
1203,18/08/2018,SO2,0.006999999999999999
1204,18/08/2018,SO2,0.002
1205,19/08/2018,SO2,0.009000000000000001
1206,20/08/2018,SO2,0.013
1207,20/08/2018,SO2,0.006999999999999999
1208,20/08/2018,SO2,0.002
1209,21/08/2018,SO2,0.009000000000000001
1210,22/08/2018,SO2,0.003
1211,22/08/2018,SO2,0.005
1212,23/08/2018,SO2,0.009000000000000001
1213,23/08/2018,SO2,0.003
1214,23/08/2018,SO2,0.008
1215,24/08/2018,SO2,0.009000000000000001
1216,24/08/2018,SO2,0.002
1217,25/08/2018,SO2,0.002
1218,25/08/2018,SO2,0.009000000000000001
1219,26/08/2018,SO2,0.009000000000000001
1220,27/08/2018,SO2,0.013
1221,27/08/2018,SO2,0.005
1222,27/08/2018,SO2,0.003
1223,28/08/2018,SO2,0.01
1224,28/08/2018,SO2,0.005
1225,28/08/2018,SO2,0.009000000000000001
1226,29/08/2018,SO2,0.009000000000000001
1227,29/08/2018,SO2,0.002
1228,30/08/2018,SO2,0.009000000000000001
1229,31/08/2018,SO2,0.002
1230,31/08/2018,SO2,0.017
1231,31/08/2018,SO2,0.018000000000000002
1232,01/09/2018,SO2,0.009000000000000001
1233,01/09/2018,SO2,0.022
1234,02/09/2018,SO2,0.009000000000000001
1235,03/09/2018,SO2,0.003
1236,03/09/2018,SO2,0.028
1237,03/09/2018,SO2,0.02
1238,04/09/2018,SO2,0.012
1239,04/09/2018,SO2,0.022
1240,04/09/2018,SO2,0.01
1241,04/09/2018,SO2,0.02
1242,05/09/2018,SO2,0.005
1243,05/09/2018,SO2,0.037000000000000005
1244,05/09/2018,SO2,0.006999999999999999
1245,06/09/2018,SO2,0.022
1246,06/09/2018,SO2,0.017
1247,06/09/2018,SO2,0.02
1248,06/09/2018,SO2,0.006999999999999999
1249,07/09/2018,SO2,0.009000000000000001
1250,07/09/2018,SO2,0.022
1251,07/09/2018,SO2,0.003
1252,08/09/2018,SO2,0.022
1253,08/09/2018,SO2,0.002
1254,08/09/2018,SO2,0.009000000000000001
1255,08/09/2018,SO2,0.017
1256,09/09/2018,SO2,0.009000000000000001
1257,10/09/2018,SO2,0.002
1258,10/09/2018,SO2,0.003
1259,10/09/2018,SO2,0.01
1260,11/09/2018,SO2,0.012
1261,11/09/2018,SO2,0.013
1262,11/09/2018,SO2,0.006999999999999999
1263,11/09/2018,SO2,0.005
1264,12/09/2018,SO2,0.023
1265,12/09/2018,SO2,0.006999999999999999
1266,12/09/2018,SO2,0.015
1267,12/09/2018,SO2,0.008
1268,13/09/2018,SO2,0.018000000000000002
1269,13/09/2018,SO2,0.003
1270,13/09/2018,SO2,0.012
1271,14/09/2018,SO2,0.008
1272,14/09/2018,SO2,0.005
1273,14/09/2018,SO2,0.017
1274,14/09/2018,SO2,0.012
1275,15/09/2018,SO2,0.009000000000000001
1276,15/09/2018,SO2,0.01
1277,15/09/2018,SO2,0.005
1278,16/09/2018,SO2,0.009000000000000001
1279,17/09/2018,SO2,0.009000000000000001
1280,17/09/2018,SO2,0.017
1281,17/09/2018,SO2,0.025
1282,18/09/2018,SO2,0.008
1283,18/09/2018,SO2,0.009000000000000001
1284,18/09/2018,SO2,0.01
1285,18/09/2018,SO2,0.006999999999999999
1286,19/09/2018,SO2,0.02
1287,19/09/2018,SO2,0.012
1288,19/09/2018,SO2,0.008
1289,19/09/2018,SO2,0.028
1290,20/09/2018,SO2,0.006999999999999999
1291,20/09/2018,SO2,0.01
1292,20/09/2018,SO2,0.018000000000000002
1293,20/09/2018,SO2,0.03
1294,21/09/2018,SO2,0.013
1295,21/09/2018,SO2,0.012
1296,21/09/2018,SO2,0.025
1297,21/09/2018,SO2,0.017
1298,22/09/2018,SO2,0.01
1299,22/09/2018,SO2,0.017
1300,22/09/2018,SO2,0.013
1301,22/09/2018,SO2,0.02
1302,23/09/2018,SO2,0.009000000000000001
1303,24/09/2018,SO2,0.023
1304,24/09/2018,SO2,0.017
1305,24/09/2018,SO2,0.018000000000000002
1306,24/09/2018,SO2,0.015
1307,25/09/2018,SO2,0.01
1308,25/09/2018,SO2,0.017
1309,26/09/2018,SO2,0.005
1310,26/09/2018,SO2,0.01
1311,26/09/2018,SO2,0.003
1312,26/09/2018,SO2,0.008
1313,27/09/2018,SO2,0.022
1314,27/09/2018,SO2,0.013
1315,27/09/2018,SO2,0.018000000000000002
1316,27/09/2018,SO2,0.003
1317,28/09/2018,SO2,0.002
1318,28/09/2018,SO2,0.005
1319,28/09/2018,SO2,0.038
1320,28/09/2018,SO2,0.022
1321,29/09/2018,SO2,0.043
1322,29/09/2018,SO2,0.023
1323,29/09/2018,SO2,0.03
1324,29/09/2018,SO2,0.027000000000000003
1325,30/09/2018,SO2,0.009000000000000001
1326,01/10/2018,SO2,0.022
1327,01/10/2018,SO2,0.015
1328,01/10/2018,SO2,0.018000000000000002
1329,02/10/2018,SO2,0.023
1330,02/10/2018,SO2,0.015
1331,02/10/2018,SO2,0.018000000000000002
1332,02/10/2018,SO2,0.017
1333,03/10/2018,SO2,0.008
1334,03/10/2018,SO2,0.015
1335,03/10/2018,SO2,0.005
1336,04/10/2018,SO2,0.009000000000000001
1337,04/10/2018,SO2,0.01
1338,05/10/2018,SO2,0.008
1339,05/10/2018,SO2,0.005
1340,05/10/2018,SO2,0.015
1341,05/10/2018,SO2,0.018000000000000002
1342,06/10/2018,SO2,0.019
1343,06/10/2018,SO2,0.017
1344,06/10/2018,SO2,0.02
1345,07/10/2018,SO2,0.009000000000000001
1346,08/10/2018,SO2,0.018000000000000002
1347,08/10/2018,SO2,0.025
1348,08/10/2018,SO2,0.012
1349,08/10/2018,SO2,0.022
1350,09/10/2018,SO2,0.012
1351,09/10/2018,SO2,0.018000000000000002
1352,10/10/2018,SO2,0.01
1353,10/10/2018,SO2,0.006999999999999999
1354,10/10/2018,SO2,0.009000000000000001
1355,11/10/2018,SO2,0.006999999999999999
1356,11/10/2018,SO2,0.008
1357,11/10/2018,SO2,0.009000000000000001
1358,12/10/2018,SO2,0.009000000000000001
1359,12/10/2018,SO2,0.025
1360,12/10/2018,SO2,0.01
1361,13/10/2018,SO2,0.006999999999999999
1362,13/10/2018,SO2,0.022
1363,14/10/2018,SO2,0.009000000000000001
1364,15/10/2018,SO2,0.008
1365,15/10/2018,SO2,0.006999999999999999
1366,15/10/2018,SO2,0.005
1367,16/10/2018,SO2,0.013
1368,16/10/2018,SO2,0.003
1369,16/10/2018,SO2,0.012
1370,17/10/2018,SO2,0.012
1371,17/10/2018,SO2,0.01
1372,17/10/2018,SO2,0.023
1373,17/10/2018,SO2,0.013
1374,18/10/2018,SO2,0.006999999999999999
1375,18/10/2018,SO2,0.009000000000000001
1376,18/10/2018,SO2,0.017
1377,19/10/2018,SO2,0.01
1378,19/10/2018,SO2,0.003
1379,19/10/2018,SO2,0.005
1380,19/10/2018,SO2,0.025
1381,20/10/2018,SO2,0.012
1382,20/10/2018,SO2,0.002
1383,20/10/2018,SO2,0.008
1384,20/10/2018,SO2,0.005
1385,21/10/2018,SO2,0.009000000000000001
1386,22/10/2018,SO2,0.003
1387,22/10/2018,SO2,0.005
1388,22/10/2018,SO2,0.02
1389,22/10/2018,SO2,0.01
1390,23/10/2018,SO2,0.01
1391,23/10/2018,SO2,0.006999999999999999
1392,23/10/2018,SO2,0.02
1393,23/10/2018,SO2,0.008
1394,24/10/2018,SO2,0.018000000000000002
1395,24/10/2018,SO2,0.012
1396,24/10/2018,SO2,0.006999999999999999
1397,24/10/2018,SO2,0.009000000000000001
1398,25/10/2018,SO2,0.003
1399,25/10/2018,SO2,0.005
1400,25/10/2018,SO2,0.01
1401,26/10/2018,SO2,0.006999999999999999
1402,26/10/2018,SO2,0.005
1403,26/10/2018,SO2,0.015
1404,27/10/2018,SO2,0.006999999999999999
1405,27/10/2018,SO2,0.01
1406,27/10/2018,SO2,0.013
1407,28/10/2018,SO2,0.009000000000000001
1408,29/10/2018,SO2,0.008
1409,29/10/2018,SO2,0.013
1410,29/10/2018,SO2,0.003
1411,30/10/2018,SO2,0.01
1412,30/10/2018,SO2,0.006999999999999999
1413,30/10/2018,SO2,0.005
1414,30/10/2018,SO2,0.015
1415,31/10/2018,SO2,0.015
1416,31/10/2018,SO2,0.033
1417,31/10/2018,SO2,0.009000000000000001
1418,31/10/2018,SO2,0.008
1419,01/11/2018,SO2,0.003
1420,01/11/2018,SO2,0.006999999999999999
1421,01/11/2018,SO2,0.01
1422,02/11/2018,SO2,0.005
1423,02/11/2018,SO2,0.002
1424,02/11/2018,SO2,0.017
1425,02/11/2018,SO2,0.006999999999999999
1426,03/11/2018,SO2,0.022
1427,03/11/2018,SO2,0.03
1428,03/11/2018,SO2,0.01
1429,03/11/2018,SO2,0.002
1430,04/11/2018,SO2,0.009000000000000001
1431,05/11/2018,SO2,0.005
1432,05/11/2018,SO2,0.002
1433,06/11/2018,SO2,0.009000000000000001
1434,06/11/2018,SO2,0.003
1435,06/11/2018,SO2,0.005
1436,07/11/2018,SO2,0.008
1437,07/11/2018,SO2,0.005
1438,07/11/2018,SO2,0.009000000000000001
1439,08/11/2018,SO2,0.008
1440,08/11/2018,SO2,0.002
1441,08/11/2018,SO2,0.012
1442,09/11/2018,SO2,0.01
1443,09/11/2018,SO2,0.023
1444,09/11/2018,SO2,0.013
1445,10/11/2018,SO2,0.015
1446,10/11/2018,SO2,0.013
1447,11/11/2018,SO2,0.009000000000000001
1448,12/11/2018,SO2,0.006999999999999999
1449,12/11/2018,SO2,0.01
1450,12/11/2018,SO2,0.003
1451,12/11/2018,SO2,0.005
1452,13/11/2018,SO2,0.009000000000000001
1453,13/11/2018,SO2,0.005
1454,13/11/2018,SO2,0.018000000000000002
1455,14/11/2018,SO2,0.009000000000000001
1456,14/11/2018,SO2,0.023
1457,14/11/2018,SO2,0.013
1458,15/11/2018,SO2,0.008
1459,15/11/2018,SO2,0.012
1460,15/11/2018,SO2,0.022
1461,16/11/2018,SO2,0.009000000000000001
1462,16/11/2018,SO2,0.035
1463,16/11/2018,SO2,0.01
1464,17/11/2018,SO2,0.003
1465,17/11/2018,SO2,0.006999999999999999
1466,17/11/2018,SO2,0.012
1467,17/11/2018,SO2,0.022
1468,18/11/2018,SO2,0.009000000000000001
1469,19/11/2018,SO2,0.012
1470,19/11/2018,SO2,0.018000000000000002
1471,19/11/2018,SO2,0.037000000000000005
1472,19/11/2018,SO2,0.003
1473,20/11/2018,SO2,0.002
1474,20/11/2018,SO2,0.003
1475,20/11/2018,SO2,0.019
1476,20/11/2018,SO2,0.006999999999999999
1477,21/11/2018,SO2,0.009000000000000001
1478,21/11/2018,SO2,0.014
1479,21/11/2018,SO2,0.012
1480,21/11/2018,SO2,0.01
1481,22/11/2018,SO2,0.01
1482,22/11/2018,SO2,0.009000000000000001
1483,23/11/2018,SO2,0.009000000000000001
1484,23/11/2018,SO2,0.014
1485,23/11/2018,SO2,0.002
1486,24/11/2018,SO2,0.002
1487,24/11/2018,SO2,0.01
1488,24/11/2018,SO2,0.0089
1489,24/11/2018,SO2,0.009000000000000001
1490,25/11/2018,SO2,0.009000000000000001
1491,26/11/2018,SO2,0.009000000000000001
1492,26/11/2018,SO2,0.002
1493,26/11/2018,SO2,0.009000000000000001
1494,26/11/2018,SO2,0.022
1495,27/11/2018,SO2,0.003
1496,27/11/2018,SO2,0.005
1497,27/11/2018,SO2,0.01
1498,27/11/2018,SO2,0.006999999999999999
1499,28/11/2018,SO2,0.009000000000000001
1500,28/11/2018,SO2,0.017
1501,29/11/2018,SO2,0.003
1502,29/11/2018,SO2,0.012
1503,30/11/2018,SO2,0.003
1504,30/11/2018,SO2,0.009000000000000001
1505,30/11/2018,SO2,0.005
1506,01/12/2018,SO2,0.009000000000000001
1507,02/12/2018,SO2,0.009000000000000001
1508,03/12/2018,SO2,0.009000000000000001
1509,03/12/2018,SO2,0.012
1510,04/12/2018,SO2,0.01
1511,04/12/2018,SO2,0.015
1512,04/12/2018,SO2,0.009000000000000001
1513,05/12/2018,SO2,0.009000000000000001
1514,05/12/2018,SO2,0.022
1515,05/12/2018,SO2,0.005
1516,06/12/2018,SO2,0.009000000000000001
1517,06/12/2018,SO2,0.017
1518,07/12/2018,SO2,0.009000000000000001
1519,07/12/2018,SO2,0.012
1520,07/12/2018,SO2,0.015
1521,08/12/2018,SO2,0.003
1522,08/12/2018,SO2,0.014
1523,09/12/2018,SO2,0.009000000000000001
1524,10/12/2018,SO2,0.014
1525,10/12/2018,SO2,0.02
1526,10/12/2018,SO2,0.015
1527,11/12/2018,SO2,0.017
1528,11/12/2018,SO2,0.02
1529,11/12/2018,SO2,0.012
1530,12/12/2018,SO2,0.017
1531,12/12/2018,SO2,0.006999999999999999
1532,12/12/2018,SO2,0.003
1533,13/12/2018,SO2,0.005
1534,13/12/2018,SO2,0.006999999999999999
1535,13/12/2018,SO2,0.015
1536,14/12/2018,SO2,0.012
1537,14/12/2018,SO2,0.009000000000000001
1538,15/12/2018,SO2,0.017
1539,15/12/2018,SO2,0.005
1540,15/12/2018,SO2,0.01
1541,16/12/2018,SO2,0.009000000000000001
1542,17/12/2018,SO2,0.009000000000000001
1543,18/12/2018,SO2,0.009000000000000001
1544,19/12/2018,SO2,0.003
1545,19/12/2018,SO2,0.009000000000000001
1546,19/12/2018,SO2,0.005
1547,20/12/2018,SO2,0.015
1548,20/12/2018,SO2,0.014
1549,20/12/2018,SO2,0.017
1550,21/12/2018,SO2,0.015
1551,21/12/2018,SO2,0.014
1552,21/12/2018,SO2,0.005
1553,22/12/2018,SO2,0.01
1554,22/12/2018,SO2,0.009000000000000001
1555,22/12/2018,SO2,0.003
1556,23/12/2018,SO2,0.009000000000000001
1557,24/12/2018,SO2,0.006999999999999999
1558,24/12/2018,SO2,0.019
1559,24/12/2018,SO2,0.026
1560,25/12/2018,SO2,0.012
1561,25/12/2018,SO2,0.009000000000000001
1562,25/12/2018,SO2,0.003
1563,26/12/2018,SO2,0.009000000000000001
1564,26/12/2018,SO2,0.005
1565,26/12/2018,SO2,0.02
1566,27/12/2018,SO2,0.003
1567,27/12/2018,SO2,0.012
1568,27/12/2018,SO2,0.026
1569,28/12/2018,SO2,0.029
1570,28/12/2018,SO2,0.002
1571,28/12/2018,SO2,0.009000000000000001
1572,29/12/2018,SO2,0.009000000000000001
1573,30/12/2018,SO2,0.009000000000000001
1574,31/12/2018,SO2,0.002
1575,01/01/2018,CO2,1.0
1576,02/01/2018,CO2,1.0
1577,03/01/2018,CO2,1.0
1578,04/01/2018,CO2,1.0
1579,04/01/2018,CO2,2.0
1580,05/01/2018,CO2,2.0
1581,05/01/2018,CO2,3.0
1582,06/01/2018,CO2,2.0
1583,06/01/2018,CO2,3.0
1584,07/01/2018,CO2,1.0
1585,08/01/2018,CO2,5.0
1586,08/01/2018,CO2,1.0
1587,08/01/2018,CO2,4.0
1588,09/01/2018,CO2,6.0
1589,09/01/2018,CO2,2.0
1590,09/01/2018,CO2,3.0
1591,10/01/2018,CO2,5.0
1592,10/01/2018,CO2,1.0
1593,10/01/2018,CO2,4.0
1594,11/01/2018,CO2,1.0
1595,11/01/2018,CO2,1.0
1596,12/01/2018,CO2,1.0
1597,12/01/2018,CO2,0.4
1598,12/01/2018,CO2,0.8
1599,13/01/2018,CO2,0.5
1600,13/01/2018,CO2,0.8
